% Column 0: Length, m
% Column 1: |H.t|, Amp/m
% Column 2: Re[H.t], Amp/m
% Column 3: Im[H.t], Amp/m
0.00000000e+000	4.02255481e+002	4.01934371e+002	-1.60696324e+001	
6.18919280e-005	4.02492463e+002	4.02171244e+002	-1.60771135e+001	
1.23783856e-004	4.02724702e+002	4.02403375e+002	-1.60844459e+001	
1.85675784e-004	4.02956941e+002	4.02635506e+002	-1.60917783e+001	
2.47567712e-004	4.03189179e+002	4.02867637e+002	-1.60991107e+001	
3.09459640e-004	4.03421418e+002	4.03099768e+002	-1.61064432e+001	
3.71351568e-004	4.03653657e+002	4.03331899e+002	-1.61137756e+001	
4.33243496e-004	4.03885896e+002	4.03564030e+002	-1.61211080e+001	
4.95135424e-004	4.04118134e+002	4.03796161e+002	-1.61284404e+001	
5.57027352e-004	4.04350373e+002	4.04028292e+002	-1.61357728e+001	
6.18919280e-004	4.04582612e+002	4.04260423e+002	-1.61431053e+001	
6.80811207e-004	4.04814851e+002	4.04492555e+002	-1.61504377e+001	
7.42703135e-004	4.05047090e+002	4.04724686e+002	-1.61577701e+001	
8.04595063e-004	4.05279328e+002	4.04956817e+002	-1.61651025e+001	
8.66486991e-004	4.05511567e+002	4.05188948e+002	-1.61724349e+001	
9.28378919e-004	4.05743806e+002	4.05421079e+002	-1.61797674e+001	
9.90270847e-004	4.05976045e+002	4.05653210e+002	-1.61870998e+001	
1.05216278e-003	4.06208284e+002	4.05885341e+002	-1.61944322e+001	
1.11405470e-003	4.06440523e+002	4.06117472e+002	-1.62017646e+001	
1.17594663e-003	4.06672762e+002	4.06349603e+002	-1.62090971e+001	
1.23783856e-003	4.06905000e+002	4.06581734e+002	-1.62164295e+001	
1.29973049e-003	4.07137239e+002	4.06813866e+002	-1.62237619e+001	
1.36162241e-003	4.07369478e+002	4.07045997e+002	-1.62310943e+001	
1.42351434e-003	4.07601717e+002	4.07278128e+002	-1.62384267e+001	
1.48540627e-003	4.08096578e+002	4.07772784e+002	-1.62534319e+001	
1.54729820e-003	4.08780334e+002	4.08456265e+002	-1.62739557e+001	
1.60919013e-003	4.09464090e+002	4.09139745e+002	-1.62944796e+001	
1.67108205e-003	4.10147847e+002	4.09823226e+002	-1.63150035e+001	
1.73297398e-003	4.10831603e+002	4.10506707e+002	-1.63355273e+001	
1.79486591e-003	4.11515359e+002	4.11190188e+002	-1.63560512e+001	
1.85675784e-003	4.12199116e+002	4.11873668e+002	-1.63765750e+001	
1.91864977e-003	4.12882872e+002	4.12557149e+002	-1.63970989e+001	
1.98054169e-003	4.13566629e+002	4.13240630e+002	-1.64176227e+001	
2.04243362e-003	4.14250386e+002	4.13924111e+002	-1.64381466e+001	
2.10432555e-003	4.14934143e+002	4.14607591e+002	-1.64586705e+001	
2.16621748e-003	4.15617900e+002	4.15291072e+002	-1.64791943e+001	
2.22810941e-003	4.16301657e+002	4.15974553e+002	-1.64997182e+001	
2.29000133e-003	4.16985414e+002	4.16658034e+002	-1.65202420e+001	
2.35189326e-003	4.17669171e+002	4.17341514e+002	-1.65407659e+001	
2.41378519e-003	4.18352929e+002	4.18024995e+002	-1.65612897e+001	
2.47567712e-003	4.19036686e+002	4.18708476e+002	-1.65818136e+001	
2.53756905e-003	4.19720444e+002	4.19391957e+002	-1.66023375e+001	
2.59946097e-003	4.20404201e+002	4.20075437e+002	-1.66228613e+001	
2.66135290e-003	4.21087959e+002	4.20758918e+002	-1.66433852e+001	
2.72324483e-003	4.21771717e+002	4.21442399e+002	-1.66639090e+001	
2.78513676e-003	4.22455475e+002	4.22125880e+002	-1.66844329e+001	
2.84702869e-003	4.23139233e+002	4.22809360e+002	-1.67049567e+001	
2.90892061e-003	4.23671236e+002	4.23341186e+002	-1.67199555e+001	
2.97081254e-003	4.23231682e+002	4.22902067e+002	-1.67002544e+001	
3.03270447e-003	4.22792128e+002	4.22462948e+002	-1.66805533e+001	
3.09459640e-003	4.22352573e+002	4.22023829e+002	-1.66608521e+001	
3.15648833e-003	4.21913019e+002	4.21584710e+002	-1.66411510e+001	
3.21838025e-003	4.21473465e+002	4.21145591e+002	-1.66214498e+001	
3.28027218e-003	4.21033911e+002	4.20706472e+002	-1.66017487e+001	
3.34216411e-003	4.20594356e+002	4.20267353e+002	-1.65820475e+001	
3.40405604e-003	4.20154802e+002	4.19828235e+002	-1.65623464e+001	
3.46594797e-003	4.19715248e+002	4.19389116e+002	-1.65426453e+001	
3.52783989e-003	4.19275694e+002	4.18949997e+002	-1.65229441e+001	
3.58973182e-003	4.18836140e+002	4.18510878e+002	-1.65032430e+001	
3.65162375e-003	4.18396586e+002	4.18071759e+002	-1.64835418e+001	
3.71351568e-003	4.17957032e+002	4.17632640e+002	-1.64638407e+001	
3.77540761e-003	4.17517477e+002	4.17193521e+002	-1.64441395e+001	
3.83729953e-003	4.17077923e+002	4.16754402e+002	-1.64244384e+001	
3.89919146e-003	4.16638369e+002	4.16315284e+002	-1.64047373e+001	
3.96108339e-003	4.16198815e+002	4.15876165e+002	-1.63850361e+001	
4.02297532e-003	4.15759261e+002	4.15437046e+002	-1.63653350e+001	
4.08486724e-003	4.15319707e+002	4.14997927e+002	-1.63456338e+001	
4.14675917e-003	4.14880153e+002	4.14558808e+002	-1.63259327e+001	
4.20865110e-003	4.14440599e+002	4.14119689e+002	-1.63062315e+001	
4.27054303e-003	4.14001045e+002	4.13680570e+002	-1.62865304e+001	
4.33243496e-003	4.13561491e+002	4.13241452e+002	-1.62668293e+001	
4.39432688e-003	4.13121937e+002	4.12802333e+002	-1.62471281e+001	
4.45621881e-003	4.12682383e+002	4.12363214e+002	-1.62274270e+001	
4.51811074e-003	4.12242829e+002	4.11924095e+002	-1.62077258e+001	
4.58000267e-003	4.11803275e+002	4.11484976e+002	-1.61880247e+001	
4.64189460e-003	4.11363722e+002	4.11045857e+002	-1.61683235e+001	
4.70378652e-003	4.10924168e+002	4.10606738e+002	-1.61486224e+001	
4.76567845e-003	4.10484614e+002	4.10167619e+002	-1.61289213e+001	
4.82757038e-003	4.10045060e+002	4.09728501e+002	-1.61092201e+001	
4.88946231e-003	4.09605506e+002	4.09289382e+002	-1.60895190e+001	
4.95135424e-003	4.09165952e+002	4.08850263e+002	-1.60698178e+001	
5.01324616e-003	4.08726398e+002	4.08411144e+002	-1.60501167e+001	
5.07513809e-003	4.08286845e+002	4.07972025e+002	-1.60304155e+001	
5.13703002e-003	4.07847291e+002	4.07532906e+002	-1.60107144e+001	
5.19892195e-003	4.07407737e+002	4.07093787e+002	-1.59910133e+001	
5.26081388e-003	4.06968183e+002	4.06654668e+002	-1.59713121e+001	
5.32270580e-003	4.06528630e+002	4.06215550e+002	-1.59516110e+001	
5.38459773e-003	4.06089076e+002	4.05776431e+002	-1.59319098e+001	
5.44648966e-003	4.05649522e+002	4.05337312e+002	-1.59122087e+001	
5.50838159e-003	4.05209968e+002	4.04898193e+002	-1.58925075e+001	
5.57027352e-003	4.04770415e+002	4.04459074e+002	-1.58728064e+001	
5.63216544e-003	4.04330861e+002	4.04019955e+002	-1.58531053e+001	
5.69405737e-003	4.03891307e+002	4.03580836e+002	-1.58334041e+001	
5.75594930e-003	4.03451754e+002	4.03141717e+002	-1.58137030e+001	
5.81784123e-003	4.02807817e+002	4.02498372e+002	-1.57860019e+001	
5.87973316e-003	4.01775340e+002	4.01466789e+002	-1.57429671e+001	
5.94162508e-003	4.00742864e+002	4.00435207e+002	-1.56999324e+001	
6.00351701e-003	3.99710388e+002	3.99403625e+002	-1.56568977e+001	
6.06540894e-003	3.98677911e+002	3.98372042e+002	-1.56138629e+001	
6.12730087e-003	3.97645435e+002	3.97340460e+002	-1.55708282e+001	
6.18919280e-003	3.96612959e+002	3.96308878e+002	-1.55277935e+001	
6.25108472e-003	3.95580483e+002	3.95277296e+002	-1.54847588e+001	
6.31297665e-003	3.94548006e+002	3.94245713e+002	-1.54417240e+001	
6.37486858e-003	3.93515530e+002	3.93214131e+002	-1.53986893e+001	
6.43676051e-003	3.92483054e+002	3.92182549e+002	-1.53556546e+001	
6.49865243e-003	3.91450578e+002	3.91150966e+002	-1.53126198e+001	
6.56054436e-003	3.90418102e+002	3.90119384e+002	-1.52695851e+001	
6.62243629e-003	3.89385625e+002	3.89087802e+002	-1.52265504e+001	
6.68432822e-003	3.88353149e+002	3.88056219e+002	-1.51835156e+001	
6.74622015e-003	3.87320673e+002	3.87024637e+002	-1.51404809e+001	
6.80811207e-003	3.86288197e+002	3.85993055e+002	-1.50974462e+001	
6.87000400e-003	3.85255721e+002	3.84961473e+002	-1.50544114e+001	
6.93189593e-003	3.84223245e+002	3.83929890e+002	-1.50113767e+001	
6.99378786e-003	3.83190769e+002	3.82898308e+002	-1.49683420e+001	
7.05567979e-003	3.82158293e+002	3.81866726e+002	-1.49253072e+001	
7.11757171e-003	3.81125817e+002	3.80835143e+002	-1.48822725e+001	
7.17946364e-003	3.80093341e+002	3.79803561e+002	-1.48392378e+001	
7.24135557e-003	3.79060865e+002	3.78771979e+002	-1.47962031e+001	
7.30324750e-003	3.77500484e+002	3.77212801e+002	-1.47349270e+001	
7.36513943e-003	3.75878843e+002	3.75592396e+002	-1.46716318e+001	
7.42703135e-003	3.74257202e+002	3.73971990e+002	-1.46083365e+001	
7.48892328e-003	3.72635560e+002	3.72351585e+002	-1.45450412e+001	
7.55081521e-003	3.71013919e+002	3.70731179e+002	-1.44817459e+001	
7.61270714e-003	3.69392278e+002	3.69110774e+002	-1.44184507e+001	
